x, y, z, size 
-123.095825, 157.561722, 382.685364, 1.555173, 50001.253906 
134.424042, 59.945404, 329.347717, 1.482838, 933.827820 
-21.279863, -28.573029, 368.258270, 1.829070, 50001.257812 
88.275406, -40.606586, 380.112366, 1.355763, 50001.257812 
74.539085, -10.559147, 234.362411, 1.172522, 359.557007 
-38.304966, -81.153069, 240.816971, 1.894479, 997.507263 
-28.573174, 27.349762, 249.570267, 1.755434, 319.579468 
32.135605, 29.949514, 251.576004, 1.038480, 441.364807 
-58.983986, -74.457314, 392.883575, 1.879562, 50001.273438 
-74.199295, -147.487671, 364.130646, 1.328281, 1089.945801 
-65.680939, 107.421631, 286.808472, 1.979657, 50001.277344 
68.613159, -8.987749, 281.667725, 1.658325, 50001.281250 
44.380569, -15.177357, 249.853882, 1.550627, 721.400024 
138.658279, 36.120564, 243.476578, 1.272641, 632.933411 
79.856079, 133.623291, 249.601776, 1.877773, 50001.285156 
-1.431626, 152.316071, 362.136688, 1.001378, 268.800018 
-115.140778, -13.299664, 384.959930, 1.839685, 807.160767 
-16.893696, 9.058500, 215.993805, 1.420124, 608.647400 
67.441757, 141.491379, 373.776001, 0.981058, 921.357178 
87.149315, -125.329681, 295.312866, 1.037526, 773.515747 
117.652336, -14.636360, 388.405579, 1.938967, 408.942322 
121.552689, 18.018438, 352.182129, 1.710787, 872.886963 
59.142250, 143.098328, 297.894562, 1.949682, 702.174744 
-52.985542, 28.663509, 239.933090, 1.064573, 468.652924 
136.325668, 39.514648, 239.021912, 1.648278, 736.314453 
4.399271, 71.568520, 232.875793, 1.838758, 601.323975 
80.119385, 68.834595, 176.725311, 1.277381, 459.074341 
-17.193127, -27.785578, 117.124054, 1.891799, 50001.320312 
79.409378, -114.762077, 265.917419, 1.763110, 967.713745 
-3.586370, 54.811592, 380.711121, 1.641592, 462.019470 
-113.067528, 37.573254, 338.138550, 1.541778, 469.996826 
-24.310453, 89.139877, 246.463242, 1.552648, 429.560547 
-37.682617, 152.470337, 353.860168, 1.296242, 50001.332031 
144.775970, 4.287849, 370.975220, 1.003765, 875.705078 
-47.572475, 76.566628, 407.742950, 1.566590, 528.600037 
71.107025, -22.557491, 297.766022, 1.939848, 1125.400024 
-30.835613, 138.007187, 260.080383, 1.231356, 512.550232 
-50.967667, -17.465130, 375.547760, 1.561422, 345.858276 
18.305412, -25.545094, 181.346710, 1.922668, 344.019684 
86.989532, -67.568855, 188.574646, 1.866343, 50001.347656 
54.428959, -70.384819, 311.052277, 1.280320, 575.713318 
-31.876797, 125.317680, 378.685059, 1.947285, 50001.351562 
45.207985, 150.790207, 230.668396, 1.418191, 672.518005 
85.802650, -42.678711, 217.776291, 1.764075, 255.480988 
-0.358794, -142.968979, 347.047913, 1.151607, 573.652832 
65.972549, -135.949417, 423.372894, 1.617424, 712.239929 
-43.906963, -72.220299, 348.336761, 1.681483, 947.147583 
-46.674564, -4.891609, 381.349670, 1.419092, 776.374817 
15.065399, 8.838993, 395.296387, 1.189715, 507.227905 
19.688984, -44.808628, 233.487549, 1.538316, 851.493469 
44.802544, 55.121922, 412.666687, 1.796033, 260.798889 
43.064976, -79.306343, 270.251373, 1.689597, 657.800903 
10.038497, -124.404037, 275.874268, 1.344742, 410.330414 
39.057060, 4.590375, 146.011658, 1.050285, 633.437317 
89.795547, -32.468197, 244.140350, 1.108556, 50001.382812 
-41.692513, -68.067787, 368.055786, 1.093302, 603.493896 
106.117699, -79.484253, 393.670227, 1.814824, 322.015594 
-33.717663, -136.335098, 434.422791, 1.893549, 50001.390625 
26.290981, 71.745483, 386.785706, 1.331276, 356.865723 
61.346176, 89.277771, 292.482422, 1.224788, 305.231934 
114.724205, -123.708244, 266.699524, 1.415868, 409.098572 
-2.147295, -2.010221, 185.860168, 1.209761, 50001.402344 
-47.457134, 15.395745, 235.275925, 1.386874, 245.074066 
131.276703, -22.833893, 424.370056, 1.350941, 1293.576782 
113.225800, -60.880997, 351.829651, 1.901058, 346.799438 
-67.065735, -9.519894, 369.330750, 1.035911, 340.213257 
-40.103138, 55.739300, 384.052155, 1.436947, 50001.414062 
5.301745, 19.099705, 263.897491, 1.019296, 475.475800 
141.650803, -141.258987, 255.547791, 1.874890, 50001.417969 
-21.740669, -35.104736, 151.074005, 1.567347, 330.347229 
