Rotor: R1-9x0d(80), Hopper: H0, RPM: 2.815315, Dose: 100.000000, Logger_Version: 0.1
50.462524, -26.409039, 364.930115, 1.392099, 441.616791 
-43.838135, -60.344398, 314.685730, 1.266382, 556.528381 
74.811569, 8.273888, 329.523956, 1.350348, 555.924377 
-47.181839, -57.481537, 443.956390, 1.394722, 571.438965 
36.230350, -51.991062, 381.786377, 1.687846, 704.238464 
-77.026955, 42.484562, 367.035004, 1.555111, 569.501099 
8.130592, -0.954894, 128.725403, 1.190328, 432.006470 
-23.527672, 71.700378, 377.718536, 1.744553, 457.226501 
27.355503, 34.527634, 248.685272, 1.984380, 454.682709 
-42.561069, -33.469902, 215.360779, 1.324822, 713.582764 
-57.949100, 35.230961, 277.055969, 1.874960, 955.732910 
-11.815723, 52.995342, 329.998779, 1.031655, 557.465881 
60.397591, -57.187904, 415.852356, 1.075137, 559.077271 
39.909374, -11.098083, 139.411743, 1.430844, 459.029663 
42.783817, -12.499825, 261.661041, 1.565853, 446.201324 
-53.062927, -39.350113, 339.125946, 1.097973, 683.869019 
-16.558998, -36.560661, 368.737183, 1.752174, 583.578857 
47.633244, 10.626110, 410.125244, 1.096107, 549.745361 
-2.876458, 11.695429, 174.551575, 1.727905, 570.510498 
0.916078, 11.667450, 393.506378, 1.996332, 456.316284 
-37.882210, 51.674026, 340.206512, 1.848251, 586.864868 
34.371082, -48.054764, 213.192215, 1.759994, 711.743408 
-1.378282, 53.582596, 412.128296, 1.932835, 639.363953 
33.658272, 52.394444, 327.387238, 0.967841, 423.066193 
37.841614, 60.293339, 419.265564, 1.573263, 445.309814 
41.919205, -19.435253, 117.474777, 1.552368, 441.649109 
36.832481, 1.127650, 338.308167, 1.366052, 573.072937 
33.170776, 12.725883, 400.035217, 1.600113, 696.377930 
-35.584743, 18.873432, 213.963684, 1.928259, 596.255676 
27.475090, -15.048973, 181.980423, 1.764819, 512.385986 
79.784256, 72.435547, 240.257156, 1.340402, 569.489197 
13.167356, 18.003468, 340.326172, 1.886209, 639.853943 
39.456169, 11.867949, 252.203827, 1.913323, 585.721863 
51.542461, 10.611361, 279.008881, 0.968735, 548.339844 
-22.525990, -54.765491, 300.854156, 1.885254, 588.468872 
40.115395, -4.598068, 440.988708, 1.860940, 582.019226 
-56.896103, -4.481998, 340.207489, 1.636365, 574.459045 
20.696182, -7.167303, 230.048462, 1.579697, 708.603088 
-29.005859, 9.852346, 216.335617, 1.938692, 843.617615 
88.100639, 67.002342, 414.161194, 1.724538, 702.010559 
43.984093, 70.056404, 256.757263, 1.361705, 440.954742 
-15.382752, -6.639804, 364.336609, 1.507985, 555.208130 
-18.138489, -22.466606, 259.491150, 1.117895, 430.665710 
-75.817673, -54.398464, 364.186066, 1.126740, 423.528778 
-63.126331, 30.826563, 220.077164, 1.597899, 567.388245 
-25.104809, 22.164589, 295.099243, 1.155462, 427.477692 
30.119625, 7.293799, 386.740173, 1.828471, 574.156128 
-81.733444, 4.767236, 211.055527, 1.730974, 636.985291 
32.927620, -65.672333, 443.600281, 1.430454, 435.828186 
-57.993553, -70.907242, 252.397018, 1.936696, 705.675415 
-24.727974, -21.750933, 221.296082, 0.980763, 422.181671 
6.510881, -15.282091, 153.870026, 1.893256, 446.127045 
-40.690208, 52.848537, 419.380371, 1.169820, 556.744263 
-68.506897, -40.818245, 407.967072, 1.020778, 424.337921 
-8.653199, -16.407423, 257.191589, 1.881191, 461.911926 
-21.524734, -50.939350, 211.416992, 1.430847, 561.099304 
31.600605, 52.601028, 321.689362, 1.837465, 750.092224 
34.001205, -20.220016, 362.793427, 1.079838, 427.159454 
8.644129, -5.779333, 126.895592, 0.992793, 551.684998 
-11.301307, 5.060857, 399.204285, 1.619857, 569.473328 
-38.233212, 61.070072, 331.158356, 1.561258, 578.350159 
78.353668, 22.488956, 273.138672, 1.830735, 716.451965 
57.102688, -36.750145, 368.340759, 1.119001, 426.273621 
29.921070, -19.505117, 198.170761, 1.960700, 478.183685 
49.428860, 37.506565, 312.230042, 1.520195, 479.161102 
9.590443, 63.639305, 361.150940, 1.390199, 583.708618 
-15.830143, -9.481808, -98.923225, 1.076775, 549.050293 
-40.021652, -34.728951, -98.444824, 1.555173, 554.358093 
10.417107, -10.892966, -98.517159, 1.482838, 580.613708 
-40.753056, -9.730737, -98.170929, 1.829070, 451.016876 
12.311837, -18.264336, -98.644241, 1.355763, 436.732513 
-23.340351, -1.862179, -98.827477, 1.172522, 559.331787 
-29.972673, -5.867157, -98.105522, 1.894479, 624.201721 
-29.356792, -5.591836, -98.244568, 1.755434, 577.700500 
8.863098, -18.399771, -98.961517, 1.038480, 427.243011 
-15.209059, -8.025618, -98.120438, 1.879562, 450.669556 
-2.224736, -10.053390, -98.671722, 1.328281, 447.406036 
18.068296, -7.699703, -98.020340, 1.979657, 962.554260 
-29.357006, -11.617184, -98.341675, 1.658325, 571.747559 
-29.060171, -11.931754, -98.449371, 1.550627, 439.082977 
27.637001, -16.237690, -98.727356, 1.272641, 445.273285 
-29.984253, -5.225762, -98.122231, 1.877773, 466.273834 
-4.929259, -5.757443, -98.998619, 1.001378, 426.455414 
-35.187328, -6.868150, -98.160324, 1.839685, 709.657288 
-5.298557, -10.013411, -98.579880, 1.420124, 577.593994 
-27.207174, -7.380932, -99.018936, 0.981058, 548.111023 
-30.364758, -18.299011, -98.962479, 1.037526, 549.340271 
-41.794422, 2.687632, -98.061028, 1.938967, 461.938385 
-50.128853, -8.202453, -98.289215, 1.710787, 580.429993 
-14.565811, -9.149751, -98.050323, 1.949682, 511.858215 
-22.405176, -11.411398, -98.935425, 1.064573, 427.354187 
-22.834467, -13.520504, -98.351730, 1.648278, 581.434570 
-34.384418, -6.994409, -98.161240, 1.838758, 447.135590 
20.538424, -15.825087, -98.722618, 1.277381, 811.639404 
-30.578068, -0.337671, -98.108200, 1.891799, 467.032562 
-31.477974, -7.983742, -98.236885, 1.763110, 578.823608 
-44.229294, -9.653708, -98.358414, 1.641592, 569.539856 
-32.016171, -23.530952, -98.458221, 1.541778, 569.604492 
-43.590149, -12.500531, -98.447357, 1.552648, 708.654663 
21.994041, -9.270584, -98.703751, 1.296242, 440.317261 
-24.416607, -26.529823, -98.996231, 1.003765, 680.300598 
-34.032127, -7.374675, -98.433411, 1.566590, 448.261993 
-38.002205, -8.574514, -98.060150, 1.939848, 710.301636 
27.227554, -5.291782, -98.768646, 1.231356, 571.371460 
-20.569136, -18.404383, -98.438568, 1.561422, 577.370605 
-25.359352, 6.112986, -98.077332, 1.922668, 479.182190 
-27.223064, -6.135293, -98.133652, 1.866343, 589.119995 
10.982040, -9.551803, -98.719673, 1.280320, 614.411865 
-40.884933, -8.699667, -98.052711, 1.947285, 706.805786 
-27.075844, -20.533470, -98.581810, 1.418191, 561.416077 
-31.230824, -10.664762, -98.235924, 1.764075, 579.943054 
-21.508986, -10.557087, -98.848396, 1.151607, 421.643097 
-24.952858, -3.118268, -98.382584, 1.617424, 702.726501 
-9.580355, 11.268223, -98.318520, 1.681483, 587.967590 
34.794151, -22.099693, -98.580910, 1.419092, 438.373749 
-38.819466, -11.534775, -98.810287, 1.189715, 555.110046 
-11.841846, -16.212753, -98.461685, 1.538316, 574.677368 
-4.663238, -11.157310, -98.203964, 1.796033, 453.484436 
-9.072703, -10.584188, -98.310410, 1.689597, 450.732056 
-37.356262, -22.960424, -98.655258, 1.344742, 437.593750 
31.225264, 9.305521, -98.949722, 1.050285, 554.898315 
16.037857, -10.552513, -98.891449, 1.108556, 641.302551 
-30.129642, -0.569854, -98.906693, 1.093302, 554.631531 
-39.173737, -12.905638, -98.185173, 1.814824, 828.752991 
-37.788239, -5.588770, -98.106445, 1.893549, 618.202698 
-11.654832, -14.847956, -98.668716, 1.331276, 696.727661 
16.910803, -17.877670, -98.775208, 1.224788, 434.119904 
-33.642334, -16.001167, -98.584137, 1.415868, 564.343018 
15.108383, -21.401411, -98.790237, 1.209761, 433.203064 
1.541466, -7.362319, -98.613129, 1.386874, 697.088928 
17.554413, -13.244652, -98.649063, 1.350941, 575.968750 
-31.290100, -5.098025, -98.098938, 1.901058, 718.070679 
34.871792, -0.185851, -98.964088, 1.035911, 695.569153 
10.200703, -13.333769, -98.563049, 1.436947, 445.329956 
-18.240282, -21.307121, -98.980713, 1.019296, 427.059143 
-37.396778, -2.285221, -98.125107, 1.874890, 581.327148 
-6.310674, -16.072708, -98.432648, 1.567347, 447.925873 
30.634388, -15.452295, -98.891052, 1.108943, 436.596222 
-23.539692, -6.823797, -98.446770, 1.553229, 581.644043 
-31.576374, -26.979713, -98.310608, 1.689392, 570.157837 
-31.746567, 0.255216, -98.071136, 1.928857, 580.664246 
-31.036060, -11.264703, -98.397079, 1.602917, 447.451813 
29.148502, -18.809004, -98.594185, 1.405816, 434.587524 
-29.390438, 9.624371, -98.682106, 1.317899, 554.789978 
2.549464, -4.623071, -98.307068, 1.692924, 453.311462 
-23.285442, -26.443521, -98.744080, 1.255917, 555.545959 
19.254742, -14.542727, -98.856514, 1.143485, 688.880432 
-15.458726, -7.639673, -98.641731, 1.358274, 690.950195 
-28.303108, 1.996440, -98.218094, 1.781912, 608.282593 
-17.943201, -11.023903, -98.485489, 1.514513, 582.075195 
-44.936020, -21.261391, -98.473297, 1.526698, 563.186890 
25.854649, -5.534782, -98.635612, 1.364397, 444.130371 
-28.870424, -8.022286, -98.075523, 1.924482, 450.912292 
27.391033, -2.993068, -98.446671, 1.553335, 453.542297 
-37.095856, -6.784535, -98.525436, 1.474574, 559.743408 
24.048004, -17.921120, -98.902481, 1.097524, 428.805573 
-7.606443, -11.588228, -98.667198, 1.332799, 433.860077 
-32.219044, -5.523376, -98.134140, 1.865862, 573.793213 
-17.732260, -18.882000, -98.990150, 1.009849, 423.672150 
1.890743, -2.817438, -98.355400, 1.644604, 455.371735 
-31.888903, -7.474261, -98.315811, 1.684184, 449.781555 
-28.760714, -18.178146, -98.588913, 1.411093, 555.474182 
-15.441080, -17.929335, -98.621689, 1.378315, 569.708862 
32.346519, -4.637509, -98.774467, 1.225526, 441.446716 
17.479538, 2.249446, -98.904388, 1.095609, 551.839905 
3.567560, -7.963628, -98.740715, 1.259289, 431.691772 
-28.734196, -18.719507, -98.859833, 1.140176, 426.327850 
-25.671793, -22.094885, -98.851013, 1.148976, 682.259216 
-39.895992, -16.713549, -98.819504, 1.180497, 680.899658 
30.006943, -9.336330, -98.993866, 1.006132, 730.286316 
-36.317165, -5.054989, -98.835678, 1.164327, 678.469238 
-26.446804, -4.457842, -98.235672, 1.764323, 599.680786 
17.907299, -17.072531, -98.983696, 1.016303, 428.643097 
-40.143559, 1.095150, -98.942223, 1.057776, 424.352234 
-45.769444, -11.904990, -98.523170, 1.476832, 571.569946 
-9.470928, -1.159763, -98.150787, 1.849220, 470.590942 
-25.342793, 1.652020, -98.371132, 1.628870, 736.322205 
-49.519676, -11.660197, -98.375458, 1.624543, 701.279419 
-4.976038, -20.701214, -98.984169, 1.015837, 423.952820 
-33.910778, -10.090850, -98.153709, 1.846288, 576.845825 
-37.107670, -10.268431, -98.134079, 1.865924, 705.973999 
-42.419037, -1.039811, -98.149414, 1.850581, 595.889709 
19.335613, -4.095760, -98.789169, 1.210827, 741.092468 
-43.446579, -19.934071, -98.651711, 1.348291, 554.357666 
-19.028399, -6.344583, -98.906570, 1.093436, 422.037476 
-35.522533, -1.368710, -98.115784, 1.884224, 587.458069 
-19.907175, -5.446220, -98.445679, 1.554319, 696.462463 
-10.613623, -6.283375, -98.270638, 1.729366, 600.171448 
-34.464466, 1.989593, -98.883881, 1.116125, 553.528015 
-36.807644, -14.358712, -98.863037, 1.136959, 550.731750 
-28.847269, -17.654533, -98.611069, 1.388930, 565.046814 
-36.082371, 2.316981, -98.068398, 1.931610, 488.864441 
-49.751846, -15.077069, -98.631966, 1.368039, 440.496521 
-28.767399, -8.319266, -98.038452, 1.961551, 448.712280 
-14.633980, -9.409093, -98.473923, 1.526077, 568.431335 
30.389830, -6.879352, -98.956055, 1.043945, 425.047546 
-38.359837, -5.442846, -98.516144, 1.483866, 443.189575 
-39.030945, -8.196555, -98.116592, 1.883407, 509.782349 
-16.309887, -9.133568, -98.495384, 1.504621, 440.630493 
-26.125723, 1.070382, -98.848816, 1.151184, 557.794312 
25.593378, -23.170578, -98.917938, 1.082065, 555.552490 
-18.441601, 5.525603, -98.256287, 1.743711, 459.066956 
-34.756187, -12.756077, -98.191826, 1.808180, 571.763489 
-42.344608, -16.384825, -98.128265, 1.871735, 577.944946 
-13.519781, -16.862593, -99.015625, 0.984376, 560.389832 
-25.744207, -6.221990, -98.572578, 1.427423, 439.449158 
-45.434372, -12.330631, -98.611115, 1.388876, 446.130188 
8.616035, -6.621236, -98.772949, 1.227046, 565.147217 
22.825848, -20.676128, -98.996292, 1.003716, 430.910339 
-23.549982, -18.897444, -98.277596, 1.722407, 443.458282 
25.779919, -14.836659, -98.764961, 1.235040, 433.000671 
-32.105560, -11.165855, -98.059464, 1.940545, 711.784302 
-25.039021, -13.848028, -98.619873, 1.380130, 436.504028 
-12.462133, -20.666372, -98.691338, 1.308661, 428.472839 
-24.188442, -1.580944, -98.076241, 1.923768, 465.127441 
-41.794823, -4.432398, -98.035522, 1.964478, 608.762695 
-26.285500, -17.914551, -98.965981, 1.034019, 549.222351 
-20.761234, -16.510263, -98.729462, 1.270537, 431.009369 
-48.305618, -0.167010, -98.374550, 1.625448, 814.340698 
16.656693, -15.658134, -98.885689, 1.114310, 563.489258 
-37.077812, -13.746212, -98.218163, 1.781832, 446.627533 
-37.314678, 1.810199, -98.272980, 1.727020, 697.249756 
-23.417770, -6.888387, -98.248344, 1.751661, 586.088440 
39.405712, -23.616890, -98.891510, 1.108491, 427.452820 
-20.339443, -8.220528, -99.035942, 0.964062, 420.593048 
-34.531715, -12.848461, -98.146286, 1.853710, 570.272827 
-23.140915, -5.612030, -98.771332, 1.228669, 552.746460 
3.838414, -13.681199, -98.792625, 1.207378, 426.471466 
-35.210087, -0.914658, -98.283745, 1.716252, 697.631165 
-4.240909, -5.328283, -98.458626, 1.541374, 452.244415 
-50.144627, -16.309137, -98.676521, 1.323467, 428.582062 
7.598503, -8.663767, -98.535179, 1.464817, 444.209015 
-11.287540, -25.508223, -98.878860, 1.121136, 688.573425 
-33.022572, -5.250093, -98.136551, 1.863458, 465.556732 
-35.555504, -19.608847, -98.507217, 1.492792, 433.538635 
10.810061, -10.024652, -98.842636, 1.157367, 691.924988 
-31.017794, -19.944258, -98.343933, 1.656062, 573.233582 
-33.417950, -1.056342, -98.262672, 1.737330, 701.513062 
-44.087074, -21.361282, -98.319366, 1.680637, 564.754883 
-5.308074, -5.047484, -98.581474, 1.418523, 578.427490 
-45.024166, -23.060560, -98.532829, 1.467168, 561.751770 
-16.268480, -27.495243, -98.866714, 1.133283, 553.226196 
-22.541437, -22.409069, -98.643661, 1.356345, 437.587799 
-16.877348, -17.254330, -98.457352, 1.542634, 573.162842 
-25.930716, -15.579431, -98.569756, 1.430235, 434.028992 
-7.102716, -27.419308, -98.949760, 1.050241, 555.497009 
-29.571239, -2.731220, -98.086723, 1.913276, 458.879272 
-31.450441, -21.414162, -98.333939, 1.666058, 566.544189 
-41.669735, -24.313408, -98.625572, 1.374425, 428.956268 
-22.474918, 1.703532, -98.106827, 1.893170, 455.192596 
23.317179, -11.795424, -98.553581, 1.446409, 443.553894 
-52.940235, -8.118548, -99.024857, 0.975136, 549.638672 
19.219803, -12.866769, -98.617661, 1.382348, 442.188354 
-39.769386, -0.524161, -98.773392, 1.226617, 559.221680 
35.811905, -5.762108, -99.031662, 0.968348, 732.211365 
-8.395370, -22.405567, -98.836121, 1.163874, 551.229797 
46.423824, -5.087300, -99.021301, 0.978694, 425.584625 
-23.898090, -18.578804, -98.945358, 1.054641, 677.251160 
-21.389542, -8.176594, -98.350273, 1.649728, 511.306519 
-21.752499, -13.097139, -98.636810, 1.363194, 433.304779 
-46.976593, -13.792552, -98.273972, 1.726031, 575.064148 
48.989498, -2.961432, -98.995468, 1.004530, 439.736847 
-37.159592, -15.764070, -98.310455, 1.689545, 692.994873 
-29.104778, -10.357928, -98.673462, 1.326544, 552.375183 
-32.674744, -6.323388, -98.081291, 1.918712, 453.992371 
27.833036, -12.265062, -98.779160, 1.220840, 434.122681 
-23.004719, -12.211868, -98.724197, 1.275795, 427.767426 
-34.301834, 1.293352, -98.390686, 1.609306, 576.714905 
-41.691380, -8.667918, -98.050163, 1.949835, 511.882721 
-27.965240, -2.027947, -98.060043, 1.939958, 578.219055 
7.066720, -7.380638, -98.824463, 1.175541, 438.232941 
17.714800, -7.308405, -98.419189, 1.580812, 443.009186 
-34.717186, -5.582206, -98.039917, 1.960089, 619.244629 
-3.693364, -6.472201, -98.949463, 1.050538, 682.124390 
-36.568130, -7.841620, -99.024887, 0.975120, 548.168335 
-20.462910, -11.269823, -98.215088, 1.784904, 443.296631 
-45.920464, -11.070110, -98.150360, 1.849639, 451.687897 
-25.534664, -10.330609, -98.629562, 1.370439, 554.111938 
-16.924850, -0.524989, -98.134300, 1.865701, 468.559509 
11.277231, -11.515402, -98.529427, 1.470583, 438.675262 
-0.042104, -15.075278, -98.611588, 1.388424, 574.039795 
-38.351791, 6.391302, -98.547264, 1.452732, 554.015808 
0.411431, -6.959551, -98.610474, 1.389530, 624.037720 
-6.838512, -19.298468, -98.558823, 1.441180, 439.377930 
-2.594245, -8.439354, -98.422783, 1.577212, 606.826172 
7.666386, -7.067420, -98.119682, 1.880322, 451.606689 
-34.158051, -9.871221, -98.591583, 1.408419, 551.492065 
-27.674057, -7.895227, -98.385269, 1.614731, 577.952515 
-23.653278, -9.074862, -98.301712, 1.698289, 619.454773 
-6.568594, -17.234343, -98.713036, 1.286968, 562.697205 
-11.035492, -19.357416, -98.823029, 1.176964, 432.088989 
-33.101257, -17.093676, -98.607246, 1.392752, 562.420776 
28.559223, -20.538612, -98.832298, 1.167702, 429.982361 
3.702348, -17.579563, -98.662636, 1.337366, 693.143494 
-22.279797, -10.786122, -98.280090, 1.719909, 579.107910 
-0.175051, -24.997070, -98.884079, 1.115928, 554.180298 
-40.091095, -18.639030, -98.647263, 1.352737, 558.197205 
-32.381275, -12.891974, -98.186287, 1.813719, 583.132874 
-18.285839, -1.600963, -98.000328, 1.999665, 619.628296 
-40.412918, 1.230723, -98.933044, 1.066946, 550.247375 
-2.680841, -18.459482, -98.527443, 1.472555, 570.880981 
-22.501900, -5.609175, -98.555550, 1.444456, 430.522919 
-30.457909, -6.932999, -98.067970, 1.932031, 455.393616 
-16.026176, -15.065787, -98.606720, 1.393279, 696.164307 
1.909960, -17.021366, -98.385963, 1.614039, 440.837769 
-28.925034, -5.107352, -98.057930, 1.942071, 602.193542 
-21.455637, -5.292636, -98.295799, 1.704195, 579.817444 
25.141155, -10.230540, -98.835014, 1.164984, 577.394470 
-19.988823, -1.346844, -98.177628, 1.822371, 590.149475 
-15.812559, -6.675629, -98.585503, 1.414491, 705.164734 
-42.058788, -8.237610, -98.111191, 1.888809, 487.458069 
-26.410528, -10.058506, -98.197800, 1.802200, 584.620789 
-14.009926, -2.970900, -99.021080, 0.978917, 551.414185 
7.631081, -11.023802, -98.571228, 1.428776, 437.249603 
-15.782910, -25.333736, -98.433334, 1.566666, 429.394409 
-44.735138, -7.377762, -98.533630, 1.466364, 450.896332 
-24.134520, -11.103848, -98.806679, 1.193321, 422.607208 
-34.036526, -7.535370, -98.095657, 1.904341, 569.817932 
-42.535706, -10.386440, -98.256889, 1.743113, 441.653931 
-14.441393, -18.553570, -98.548172, 1.451832, 569.105774 
-34.352104, -4.373891, -98.058754, 1.941246, 578.345642 
-9.732481, -25.366943, -98.456543, 1.543455, 436.758759 
-5.442018, -9.474567, -98.448143, 1.551863, 447.091187 
-27.758896, -11.488997, -98.062210, 1.937793, 569.893738 
-4.302660, -20.295450, -98.653099, 1.346900, 429.939789 
-25.710438, -16.657541, -98.041199, 1.958803, 451.795624 
-2.579510, -17.846727, -98.611633, 1.388366, 433.516602 
-51.668129, -10.304707, -98.702911, 1.297090, 430.592499 
-41.365303, -20.617172, -98.081833, 1.918164, 571.600220 
10.665735, -22.429482, -98.657219, 1.342776, 428.734894 
19.757193, 0.003337, -98.936272, 1.063727, 554.497131 
-43.018639, -16.488590, -98.334564, 1.665443, 443.179779 
-24.895742, -0.950768, -98.805550, 1.194449, 427.063843 
9.151598, -19.241077, -99.011169, 0.988822, 424.751801 
-24.117851, -8.489514, -98.213646, 1.786346, 575.849976 
-37.981834, -1.202062, -98.039246, 1.960753, 716.435486 
-33.214268, -10.125124, -98.226807, 1.773194, 571.573120 
-12.755354, -18.839161, -98.384361, 1.615638, 439.443909 
-30.832815, -2.402735, -98.128181, 1.871827, 729.543701 
4.826964, -13.022585, -98.949303, 1.050701, 555.212402 
-1.727345, -2.673268, -98.631104, 1.368892, 586.517090 
-24.991320, -3.729280, -98.149429, 1.850572, 473.031799 
-22.816454, 2.005987, -98.192719, 1.807279, 467.260651 
-42.673943, -2.247503, -98.085037, 1.914962, 626.184082 
-20.336857, -14.920519, -98.353928, 1.646064, 575.272461 
-38.917572, 2.212879, -98.052795, 1.947195, 450.402710 
-47.167076, -21.996401, -98.508209, 1.491787, 691.977539 
0.996006, -10.455801, -98.622940, 1.377056, 576.266846 
-2.883893, -5.251804, -98.886002, 1.113999, 553.107361 
-44.319252, -15.818495, -98.357597, 1.642406, 565.842407 
-23.876104, -2.358495, -98.023918, 1.976085, 586.667358 
-34.407135, -9.374663, -98.127899, 1.872105, 450.082520 
-39.984970, -17.921879, -98.435532, 1.564461, 696.259094 
-46.592167, -13.857522, -98.387634, 1.612364, 569.479370 
-42.010780, -8.573382, -98.173836, 1.826164, 491.288483 
-18.772902, 6.435765, -98.403450, 1.596557, 590.564148 
-18.233585, -5.901865, -98.230591, 1.769413, 628.754028 
-46.558998, -0.274843, -98.148560, 1.851432, 457.128052 
-50.096375, -16.782053, -98.732773, 1.267226, 687.915771 
-23.682217, -12.944627, -98.377724, 1.622273, 571.408142 
-26.652231, -9.494534, -98.684448, 1.315545, 554.676636 
-18.736115, -29.541115, -98.578491, 1.421505, 693.873901 
-17.723791, -21.807756, -98.562302, 1.437696, 431.663483 
-0.379194, -18.864510, -98.916245, 1.083749, 683.525024 
-7.679624, -22.375319, -98.879135, 1.120861, 556.771240 
48.530266, -25.589649, -99.021362, 0.978642, 438.216553 
7.066175, -15.485535, -98.782608, 1.217398, 433.074219 
6.849800, -16.698021, -98.370430, 1.629565, 449.817200 
-36.406853, 2.845479, -98.081924, 1.918080, 458.029266 
-22.005096, -25.096540, -98.723717, 1.276281, 429.103363 
-9.797835, -22.330627, -98.937683, 1.062316, 683.119629 
-43.967106, -14.228541, -98.213257, 1.786747, 698.357971 
-46.154755, -11.453132, -98.106140, 1.893861, 444.176453 
10.406983, -2.595119, -98.051147, 1.948858, 470.126312 
-23.372507, -7.493266, -98.262909, 1.737098, 703.810120 
-15.770055, -15.849092, -98.491241, 1.508754, 442.520813 
-43.862167, -19.074554, -98.550064, 1.449940, 430.927277 
-18.946507, -11.761614, -98.165169, 1.834833, 446.739807 
-1.405446, -9.656603, -98.160980, 1.839023, 452.933685 
-47.693275, -24.718281, -98.964157, 1.035847, 553.103455 
2.329623, -18.942024, -98.962814, 1.037196, 681.186401 
-9.698904, -11.645652, -98.679802, 1.320196, 566.578857 
-36.172779, -23.776993, -98.065506, 1.934500, 707.198975 
-16.809278, -7.556316, -98.181793, 1.818208, 453.683990 
20.431534, -12.951796, -98.853416, 1.146585, 569.934692 
7.126136, -9.906570, -98.752823, 1.247168, 697.889282 
27.410984, -4.374494, -98.962608, 1.037387, 426.192993 
-52.133209, -21.170822, -98.978394, 1.021601, 684.793091 
-43.047222, -7.222872, -98.064117, 1.935889, 455.481537 
-48.723701, -3.854470, -98.281258, 1.718745, 572.444458 
-41.727512, -16.091507, -98.628769, 1.371239, 424.998199 
7.506315, -15.931505, -98.748528, 1.251471, 692.126831 
-34.717274, 2.803814, -98.137321, 1.862683, 592.153931 
-5.763544, -12.782296, -98.431000, 1.569007, 429.949677 
-9.152782, -6.240509, -98.217911, 1.782091, 451.610321 
-24.590855, -9.710073, -98.188599, 1.811406, 708.866516 
24.244148, -7.834541, -98.440231, 1.559775, 438.794434 
-25.513041, -3.576373, -98.150726, 1.849268, 574.828430 
-18.478483, -6.400926, -98.346725, 1.653276, 709.671082 
-4.178877, -13.921468, -98.745590, 1.254406, 572.980347 
35.138474, -16.944489, -98.889442, 1.110554, 426.343567 
-17.829758, -6.820766, -98.264328, 1.735668, 579.124268 
-38.693398, 6.638201, -98.149780, 1.850210, 591.238586 
-17.009001, -21.160494, -98.369766, 1.630235, 571.111023 
1.438874, -12.903996, -98.662018, 1.337983, 569.258301 
-39.562962, -3.086026, -98.032394, 1.967612, 447.994751 
25.829403, -6.781287, -98.617790, 1.382213, 581.307861 
-28.274714, -19.962555, -98.311928, 1.688068, 440.196472 
-44.973667, 7.772542, -98.579781, 1.420227, 555.247192 
-38.613121, -7.735330, -98.018112, 1.981893, 702.390564 
-31.176716, -1.771650, -98.546829, 1.453161, 436.755920 
-50.463188, -12.885860, -98.566406, 1.433589, 438.287964 
4.798794, 11.864952, -98.197685, 1.802321, 460.412781 
-1.121509, -15.729935, -98.880707, 1.119282, 563.771912 
-25.422148, -7.462706, -98.915016, 1.084973, 427.013458 
